9.370083,2.004714,-2.8113327,2498638
9.370083,2.004714,-2.8113327,2498658
9.370083,2.004714,-2.8113327,2498678
9.370083,2.004714,-2.8113327,2498698
9.370083,2.004714,-2.8113327,2498718
9.370083,2.004714,-2.8113327,2498738
9.370083,2.004714,-2.8113327,2498758
9.370083,2.004714,-2.8113327,2498778
9.370083,2.004714,-2.8113327,2498798
9.370083,2.004714,-2.8113327,2498818
9.370083,2.004714,-2.8113327,2498838
9.370083,2.004714,-2.8113327,2498858
9.370083,2.004714,-2.8113327,2498878
9.370083,2.004714,-2.8113327,2498898
9.370083,2.004714,-2.8113327,2498918
9.370283,2.0038671,-2.810646,2498938
9.370283,2.0038671,-2.810646,2498958
9.370283,2.0038671,-2.810646,2498978
9.370283,2.0038671,-2.810646,2498998
9.370283,2.0038671,-2.810646,2499018
9.370283,2.0038671,-2.810646,2499038
9.370283,2.0038671,-2.810646,2499058
9.370283,2.0038671,-2.810646,2499078
9.370283,2.0038671,-2.810646,2499098
9.370283,2.0038671,-2.810646,2499118
9.370283,2.0038671,-2.810646,2499138
9.370283,2.0038671,-2.810646,2499158
9.370283,2.0038671,-2.810646,2499178
9.370283,2.0038671,-2.810646,2499198
9.370283,2.0038671,-2.810646,2499218
9.370283,2.0038671,-2.810646,2499238
9.370283,2.0038671,-2.810646,2499258
9.370283,2.0038671,-2.810646,2499278
9.370283,2.0038671,-2.810646,2499298
9.369249,2.003498,-2.8107996,2499318
9.369249,2.003498,-2.8107996,2499338
9.369249,2.003498,-2.8107996,2499358
9.369249,2.003498,-2.8107996,2499378
9.369049,2.004345,-2.8114862,2499398
9.369049,2.004345,-2.8114862,2499418
9.369049,2.004345,-2.8114862,2499438
9.369049,2.004345,-2.8114862,2499458
9.369049,2.004345,-2.8114862,2499478
9.369049,2.004345,-2.8114862,2499498
9.369049,2.004345,-2.8114862,2499518
9.369049,2.004345,-2.8114862,2499538
9.369049,2.004345,-2.8114862,2499558
9.369049,2.004345,-2.8114862,2499578
9.368849,2.0051918,-2.812173,2499598
9.368849,2.0051918,-2.812173,2499618
9.368849,2.0051918,-2.812173,2499638
9.368849,2.0051918,-2.812173,2499658
9.368849,2.0051918,-2.812173,2499678
9.369049,2.004345,-2.8114862,2499698
9.369049,2.004345,-2.8114862,2499718
9.370283,2.0038671,-2.8106463,2499738
9.370283,2.0038671,-2.8106463,2499758
9.370283,2.0038671,-2.8106463,2499778
9.370283,2.0038671,-2.8106463,2499798
9.370283,2.0038671,-2.8106463,2499818
9.370283,2.0038671,-2.8106463,2499838
9.370283,2.0038671,-2.8106463,2499858
9.370283,2.0038671,-2.8106463,2499878
