-6.7456727,-0.47318316,0.5076418,,0
-6.7423368,-0.4701395,0.5068807,,0
-6.7423368,-0.4701395,0.5068807,,0
-6.7324185,-0.46422413,0.50535405,,0
-6.7324185,-0.46422413,0.50535405,,0
-6.721418,-0.45836607,0.5038259,,0
-6.721418,-0.45836607,0.5038259,,0
-6.7137237,-0.4544798,0.50280666,,0
-6.7137237,-0.4544798,0.50280666,,0
-6.7115293,-0.45352256,0.5025515,,0
-6.7115293,-0.45352256,0.5025515,,0
-6.708223,-0.45155078,0.5020426,,0
-6.708223,-0.45155078,0.5020426,,0
-6.7064805,-0.45129928,0.50195944,,0
-6.7027698,-0.45077407,0.5017463,,0
-6.7027698,-0.45077407,0.5017463,,0
-6.697317,-0.4500014,0.50143284,,0
-6.697317,-0.4500014,0.50143284,,0
-6.6918955,-0.45030048,0.5013719,,0
-6.6918955,-0.45030048,0.5013719,,0
-6.687558,-0.45053977,0.50132316,,0
-6.687558,-0.45053977,0.50132316,,0
-6.687073,-0.45044738,0.5012897,,0
-6.683184,-0.4497082,0.5009901,,0
-6.683184,-0.4497082,0.5009901,,0
-6.6777563,-0.4500084,0.50089395,,0
-6.6777563,-0.4500084,0.50089395,,0
-6.672297,-0.44923773,0.50053793,,0
-6.672297,-0.44923773,0.50053793,,0
-6.663581,-0.4486472,0.5001242,,0
-6.663581,-0.4486472,0.5001242,,0
-6.6570673,-0.44900742,0.5000089,,0
-6.6570673,-0.44900742,0.5000089,,0
-6.6483827,-0.44948772,0.4998551,,0
-6.6483827,-0.44948772,0.4998551,,0
-6.639698,-0.449968,0.49970132,,0
-6.639698,-0.449968,0.49970132,,0
-6.6266713,-0.45068842,0.49947062,,0
-6.6266713,-0.45068842,0.49947062,,0
-6.6136446,-0.45140883,0.49923992,,0
-6.6136446,-0.45140883,0.49923992,,0
-6.601735,-0.45314005,0.49928835,,0
-6.601735,-0.45314005,0.49928835,,0
-6.5897937,-0.45380044,0.49907687,,0
-6.5897937,-0.45380044,0.49907687,,0
-6.577884,-0.45553166,0.4991253,,0
-6.577884,-0.45553166,0.4991253,,0
-6.5659747,-0.45726287,0.49917373,,0
