1.9070525,3.9792354,-4.589844,2.0157752547521532,0.0,-78.13564827965764,21383.6669921875,-67.15568800081188,11685.1806640625,-74.81562316526154,20956.4208984375,808590
1.9069017,3.9779158,-4.5887704,1.8193855978861735,0.0,-82.02788122049662,20806.884765625,-67.02867916431069,11642.4560546875,-75.27415505372484,20892.333984375,808690
1.9054031,3.9785314,-4.5882297,2.10414969294387,0.0,-81.13740935225911,20892.333984375,-67.35228778505432,11621.09375,-75.22968822396618,20806.884765625,809810
1.9052504,3.9772146,-4.5871525,1.944643836982582,0.0,-77.8309914650559,20806.884765625,-67.29028065663167,11749.267578125,-73.91618852486718,20657.3486328125,809830
1.9037484,3.977827,-4.5866175,1.9807402738555915,0.0,-78.34476398723443,20913.6962890625,-66.46420441767924,11578.369140625,-74.55018158783271,20977.783203125,809870
1.9034501,3.9751985,-4.5844564,2.0864075251842564,0.0,-79.73951728156605,21127.3193359375,-67.36945042644778,11663.818359375,-73.44710211942213,20849.609375,810050
1.9030066,3.9712574,-4.581212,1.9800731481253788,0.0,-81.80410020749943,21362.3046875,-67.90719439626633,11578.369140625,-74.27430525068787,20870.9716796875,810070
1.9027135,3.9686325,-4.579046,1.9447817716373499,0.0,-79.6099516551491,21170.0439453125,-67.08417232472259,11642.4560546875,-74.50819992605443,20700.0732421875,810090
1.899134,3.9646258,-4.5736165,2.05155465521318,0.0,-81.4161372368953,20977.783203125,-67.11061939131612,11642.4560546875,-74.3145729854783,21105.95703125,810110
1.8952439,3.957996,-4.566027,2.0863583099855374,0.0,-78.7904494518831,20849.609375,-67.88340782321995,11727.9052734375,-74.14887647006697,21041.8701171875,810130
1.8913221,3.951363,-4.5584564,1.8550364035454556,0.0,-81.82522621620032,20935.05859375,-67.25712839147425,11642.4560546875,-75.42354479048585,20999.1455078125,810150
1.8858591,3.945341,-4.5503836,1.8734572836893397,0.0,-80.36951099998598,21170.0439453125,-67.35229742214517,11663.818359375,-74.98485095015874,21041.8701171875,810170
1.8806887,3.941943,-4.544497,1.9454786300979494,0.0,-82.16048660065212,20999.1455078125,-67.51131775762886,11685.1806640625,-75.53643705882293,20913.6962890625,810190
1.8788464,3.9399343,-4.5418215,1.9982912899561658,0.0,-80.2093506328045,21234.130859375,-67.94297445090913,11706.54296875,-75.98345939768221,21170.0439453125,810210
1.8753166,3.9372294,-4.5375614,1.8370844804838318,0.0,-80.5899739651265,20764.16015625,-67.7843324911399,11770.6298828125,-75.90884888996663,20785.5224609375,810230
1.871771,3.9345243,-4.5333147,1.90933167998651,0.0,-81.44635711518694,20614.6240234375,-66.93103896169235,11685.1806640625,-75.61465296548404,20935.05859375,810250
1.8697257,3.9312027,-4.529579,2.0867003142814786,0.0,-81.7311927177609,20999.1455078125,-68.06848696090344,11663.818359375,-75.04183984116894,20913.6962890625,810270
1.8678533,3.9291945,-4.5269246,2.0157479277644517,0.0,-81.00754636416006,20764.16015625,-68.27062708151344,11557.0068359375,-75.27792368500387,20806.884765625,810290
1.8659767,3.9271855,-4.5242734,1.9266570567702463,0.0,-79.62880842229679,21191.40625,-67.91741855569002,11706.54296875,-75.73365908679432,21063.232421875,810310
1.8637272,3.9225464,-4.5194764,1.9274773381313017,0.0,-81.25225659273424,21020.5078125,-67.2187948497188,11642.4560546875,-75.03138752486839,20849.609375,810330
1.8614713,3.917908,-4.514682,1.9632236514106847,0.0,-78.84393269714784,20571.8994140625,-66.88035946400726,11663.818359375,-73.47741577269704,20999.1455078125,810350
1.857128,3.9099462,-4.506175,1.9625013081801415,0.0,-78.66722299375566,20571.8994140625,-66.40800029808058,11685.1806640625,-73.75133180331626,21020.5078125,810370
1.85297,3.9033027,-4.498741,1.9978492866682205,0.0,-81.20135239209036,20486.4501953125,-65.87004055619205,11621.09375,-74.49260483725438,20892.333984375,810390
1.8469135,3.894656,-4.488666,1.9452709586718597,0.0,-78.32987110196156,20742.7978515625,-66.68049080434665,11621.09375,-74.40497281579727,20635.986328125,810410
1.8415933,3.8801327,-4.4747906,2.0690196126047558,0.0,-79.49184409661366,20913.6962890625,-66.28282825543164,11599.7314453125,-74.27801491253217,20849.609375,810430
