137872,0,0,-31.73,14.03,26.57,232 
137872,0,0,-31.73,14.03,26.57,232 
137872,0,0,-31.73,14.03,26.57,232 
137872,0,0,-31.73,14.03,26.57,232 
137872,0,0,-31.73,14.03,26.57,232 
137872,0,0,-31.73,14.03,26.57,232 
137872,0,0,-31.73,14.03,26.57,232 
137872,0,0,-31.73,14.03,26.57,232 
137872,0,0,-31.73,14.03,26.57,232 
137872,0,0,-31.73,14.03,26.57,232 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
137897,0,0,-31.76,14.04,26.48,233 
