-2.602785,-3.289298,-0.39705563,-104.889258158352,69876.0986328125,-44.415908268636464,20806.884765625,
-2.601662,-3.289144,-0.3969105,-104.10107639928243,70581.0546875,-44.41528166556619,20806.884765625,
-2.600388,-3.2901244,-0.39674172,-107.00443054657244,70260.6201171875,-44.395732907832155,20806.884765625,
-2.598141,-3.2898204,-0.39645436,-103.28823285457197,70046.9970703125,-44.458993912348404,20806.884765625,
-2.596869,-3.2908034,-0.39628637,-102.76019577122528,69299.31640625,-44.470288864772584,20806.884765625,
-2.5932045,-3.2926266,-0.39580932,-103.14940590238783,22537.2314453125,-44.49434651883365,20806.884765625,
-2.5872943,-3.2941654,-0.3950486,-103.9802670236325,70217.8955078125,-44.48402933845159,20806.884765625,
-2.5767395,-3.2962549,-0.39371392,-105.43425294510197,24438.4765625,-44.52367275786729,20806.884765625,
-2.5615325,-3.298891,-0.39186314,-105.00323061914698,69726.5625,-44.55406883080711,20806.884765625,
-2.5418208,-3.3009365,-0.38949198,-104.01223746787602,23156.73828125,-44.545269395423446,20806.884765625,
-2.522116,-3.3029923,-0.38707116,-104.66372094376158,23840.33203125,-44.5950685360193,20806.884765625,
-2.5012867,-3.3049107,-0.38451296,-103.74821917007577,70281.982421875,-44.59469854212727,20806.884765625,
-2.4817302,-3.3058581,-0.38209197,-103.871926764715,22900.390625,-44.591464500985325,20806.884765625,
-2.463446,-3.3058226,-0.3797965,-102.78933145596311,69299.31640625,-44.568519961503924,20806.884765625,
-2.4461474,-3.3070705,-0.377597,-102.94240486412667,69235.2294921875,-44.54253754219752,20806.884765625,
-2.431247,-3.3074925,-0.3756595,-104.8222434843916,70538.330078125,-44.60196571663279,20806.884765625,
-2.4187405,-3.3070772,-0.3739983,-106.59694295261431,69427.490234375,-44.587592508039805,20828.2470703125,
-2.4096093,-3.3071015,-0.37276638,-105.09882987670017,23883.056640625,-44.5606419776169,20806.884765625,
-2.4004784,-3.307142,-0.37153342,-104.6189477986646,69085.693359375,-44.60156695160358,20806.884765625,
-2.3924727,-3.3073304,-0.3704466,-103.99762934905849,22921.7529296875,-44.57146206825796,20806.884765625,
-2.3823476,-3.3061204,-0.3690998,-104.43156254057061,70367.431640625,-44.57952157920808,20806.884765625,
-2.3743403,-3.3063116,-0.36802617,-103.57343464027261,23840.33203125,-44.56545591266432,20806.884765625,
-2.3640835,-3.3062406,-0.36664915,-102.56328838133007,69897.4609375,-44.61660674289371,20806.884765625,
-2.3481967,-3.3054829,-0.36456677,-104.2124834430186,69512.939453125,-44.573478663032915,20806.884765625,
-2.318783,-3.3029652,-0.3609993,-106.15178057275395,23797.607421875,-44.67258778334138,20806.884765625,
-2.268112,-3.2961545,-0.3554385,-102.27398369170963,69747.9248046875,-44.73139538268832,20828.2470703125,
-2.2013576,-3.2891436,-0.34862068,-102.85459791375773,23904.4189453125,-44.776952649462174,20806.884765625,
-2.12831,-3.2855458,-0.3416973,-104.58549575485799,69897.4609375,-44.84589811928471,20806.884765625,
-2.0590417,-3.2883246,-0.33433458,-103.98562080186947,69662.4755859375,-44.7716964887401,20806.884765625,
