1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0971406,4.7188516
1.0982834,4.7188516
1.0982834,4.7188516
1.1005691,4.7188516
1.101712,4.7177086
1.101712,4.7177086
1.1028548,4.7165656
1.1039977,4.7165656
1.1051406,4.7154226
1.1062834,4.7142797
1.1074263,4.7142797
1.1085691,4.7131367
1.1108549,4.7131367
1.1119977,4.7131367
1.1119977,4.7131367
1.1131406,4.7131367
1.1154263,4.7131367
1.1165692,4.7131367
1.117712,4.7131367
1.1199977,4.7142797
1.1234263,4.7154226
1.1359978,4.7245655
1.1622834,4.7451367
1.2045691,4.7714224
1.2582834,4.797708
1.3142834,4.8228507
1.3588548,4.8422794
1.3794261,4.8514223
1.3839976,4.8525653
1.3839976,4.8525653
1.3839976,4.8525653
1.3851404,4.854851
1.3931404,4.8651366
1.4137118,4.8834224
1.443426,4.9039936
1.475426,4.924565
1.5028545,4.939422
1.5234258,4.949708
1.5371401,4.9554224
1.5531402,4.9622793
1.5748544,4.972565
1.6034257,4.989708
1.6422828,5.0148506
1.68914,5.0445647
1.7428542,5.076565
1.8011398,5.1108503
1.862854,5.148565
1.933711,5.1908503
2.0114253,5.2342787
2.0914252,5.276564
2.1691394,5.3199925
2.2457108,5.362278
2.3257108,5.4045634
2.4125679,5.4457064
2.4959962,5.479992
2.577139,5.509706
2.6571388,5.541706
2.742853,5.5771346
2.8251386,5.612563
2.90171,5.6491346
2.9679956,5.685706
3.0228527,5.7211347
3.067424,5.750849
3.0994241,5.7782774
3.1222813,5.80342
3.1371384,5.82742
3.147424,5.8514204
3.1542811,5.878849
3.162281,5.908563
3.1691382,5.935992
3.177138,5.9634204
3.1874237,5.989706
3.2022808,6.013706
3.2205665,6.0365634
3.239995,6.0594206
3.2628522,6.0788493
3.287995,6.095992
3.3154237,6.1085634
3.3462808,6.119992
3.3817093,6.1302776
3.4182808,6.1382775
3.4548523,6.143992
3.4914238,6.1474204
3.5314238,6.1485634
3.5725665,6.1485634
3.6137092,6.1497064
3.6571376,6.1508493
3.6971376,6.1519923
3.733709,6.155421
3.7634234,6.1588492
3.789709,6.1611347
3.8102806,6.165706
3.8274233,6.1691346
3.8422804,6.174849
3.8548517,6.182849
3.8639946,6.1942773
3.8731375,6.2079916
3.8799946,6.222849
3.8868518,6.2388487
3.8948517,6.253706
3.9017088,6.269706
3.908566,6.284563
3.9154232,6.2994204
3.9211373,6.3142776
3.9279945,6.326849
3.9348516,6.337135
3.9417088,6.3462777
3.948566,6.3554206
3.9542801,6.3645635
3.9599943,6.3737063
3.9634228,6.3794208
3.9679942,6.382849
3.9725657,6.3874207
3.977137,6.390849
3.9817085,6.3931346
3.9828513,6.3942776
3.985137,6.3942776
3.9874227,6.3942776
3.9897084,6.3942776
