2.2065983,-5.723438,1.1211615
2.2059307,-5.723724,1.1218648
2.204978,-5.723436,1.1220105
2.2041578,-5.7235675,1.1226083
2.2033653,-5.723724,1.1232224
2.2024016,-5.723532,1.1234939
2.2017102,-5.7229123,1.1230886
2.2008076,-5.7224746,1.1230243
2.1998563,-5.722241,1.1232371
2.1989136,-5.7218204,1.1232128
2.1979704,-5.7213817,1.1231662
2.1970153,-5.721003,1.1232007
2.196072,-5.7205644,1.123154
2.195129,-5.7201257,1.1231074
2.1941857,-5.719687,1.1230608
2.1932425,-5.7192483,1.1230142
2.192511,-5.7186456,1.1226541
2.1918197,-5.7180257,1.1222517
2.1909685,-5.7175117,1.1220623
2.1902592,-5.7168875,1.1216509
2.18955,-5.7162633,1.1212395
2.1888406,-5.715639,1.1208282
2.187986,-5.715094,1.1205931
2.1872346,-5.714448,1.1201775
2.1865385,-5.713833,1.1197722
2.1858423,-5.7132177,1.1193669
2.185146,-5.7126026,1.1189616
2.18445,-5.7119875,1.1185563
2.1836882,-5.711401,1.1182213
2.1828046,-5.7107954,1.1179242
2.1819334,-5.7101846,1.1176131
2.1810622,-5.709571,1.117302
2.180191,-5.708957,1.1169908
2.1793199,-5.7083435,1.1166797
2.1784487,-5.70773,1.1163685
2.1775775,-5.707116,1.1160574
2.1767893,-5.7065587,1.1157727
2.176015,-5.705998,1.115474
2.1752381,-5.7053466,1.1150644
2.1744604,-5.704659,1.1146104
2.1736827,-5.7039714,1.1141565
2.1728778,-5.703277,1.1137087
2.172048,-5.7026477,1.1133568
2.1712184,-5.7020183,1.1130049
2.1703887,-5.701389,1.112653
2.169559,-5.7007594,1.1123011
2.1687293,-5.70013,1.1119492
2.1678996,-5.6995006,1.1115973
2.16707,-5.698871,1.1112454
2.1662402,-5.6982417,1.1108935
2.1654377,-5.697619,1.1105354
2.16466,-5.6969314,1.1100814
2.1638281,-5.6962476,1.1096623
2.1629972,-5.695599,1.109288
2.1621935,-5.694939,1.1088855
2.1614306,-5.694262,1.1084409
2.1606677,-5.693585,1.1079962
2.1599047,-5.692908,1.1075516
2.1591418,-5.6922307,1.1071069
2.1583788,-5.6915536,1.1066623
2.157616,-5.6908765,1.1062176
2.156853,-5.6901994,1.105773
2.15609,-5.6895223,1.1053283
2.155327,-5.688845,1.1048837
2.1545641,-5.688168,1.104439
2.1537044,-5.6874027,1.1039381
2.152928,-5.6867104,1.1034861
2.1521518,-5.686018,1.103034
2.1513755,-5.6853256,1.102582
2.1505992,-5.6846333,1.1021299
2.149823,-5.683941,1.1016779
2.1491282,-5.68327,1.1012073
2.1484606,-5.682606,1.1007304
2.147793,-5.6819425,1.1002536
2.1471255,-5.6812787,1.0997767
2.146458,-5.680615,1.0992999
2.1457903,-5.679951,1.0988231
2.1451228,-5.6792874,1.0983462
2.1444552,-5.6786237,1.0978694
2.1437876,-5.67796,1.0973926
2.14312,-5.677296,1.0969157
2.1424525,-5.6766324,1.0964389
2.141785,-5.6759686,1.095962
2.1411173,-5.675305,1.0954852
2.1404088,-5.674622,1.0950063
2.1395772,-5.673882,1.0945214
2.1387455,-5.673142,1.0940365
2.137914,-5.672402,1.0935515
2.1371348,-5.671641,1.0930089
2.1363556,-5.67088,1.0924662
2.1355765,-5.670119,1.0919236
2.1347973,-5.669358,1.091381
2.1340182,-5.6685967,1.0908383
2.133239,-5.6678357,1.0902957
2.1324599,-5.6670747,1.089753
2.1316807,-5.6663136,1.0892104
2.1309016,-5.6655526,1.0886678
2.1301224,-5.6647916,1.0881251
2.1293433,-5.6640306,1.0875825
2.1285641,-5.6632695,1.0870398
2.127785,-5.6625085,1.0864972
2.1269784,-5.661741,1.0859604
2.1260896,-5.660953,1.0854411
2.1252007,-5.6601653,1.0849218
2.124312,-5.6593776,1.0844026
2.123423,-5.65859,1.0838833
2.1225343,-5.657802,1.083364
2.1218405,-5.6571865,1.0829583
2.121133,-5.6565585,1.0825446
2.1204257,-5.6559305,1.0821308
2.1197183,-5.6553025,1.081717
2.119011,-5.6546745,1.0813032
2.1183035,-5.6540465,1.0808895
2.1175961,-5.6534185,1.0804757
2.1168888,-5.6527905,1.0800619
2.1161814,-5.6521626,1.0796481
2.115474,-5.6515346,1.0792344
2.1147666,-5.6509066,1.0788206
2.1140592,-5.6502786,1.0784068
2.1133518,-5.6496506,1.077993
2.1126444,-5.6490226,1.0775793
2.111937,-5.6483946,1.0771655
2.1112297,-5.6477666,1.0767517
2.1105223,-5.6471386,1.0763379
2.109815,-5.6465106,1.0759242
2.1089106,-5.645714,1.0753955
2.1080198,-5.64493,1.0748748
2.107129,-5.644146,1.074354
2.1062384,-5.643362,1.0738333
2.1053476,-5.642578,1.0733126
2.1045403,-5.6418676,1.0728406
2.1038165,-5.6412306,1.0724171
2.1030927,-5.6405935,1.0719937
2.1023688,-5.6399565,1.0715703
2.101645,-5.6393194,1.0711468
2.1009212,-5.6386824,1.0707234
2.1001973,-5.6380453,1.0703
2.0994735,-5.6374083,1.0698766
2.0987496,-5.636771,1.0694531
2.0980258,-5.636134,1.0690297
2.097302,-5.635497,1.0686063
2.0965781,-5.63486,1.0681828
2.0958543,-5.634223,1.0677594
2.095076,-5.6335726,1.0673481
2.0942435,-5.632909,1.066949
2.093411,-5.632245,1.0665499
2.0925784,-5.6315813,1.0661508
2.0916772,-5.630873,1.0657336
2.090776,-5.630165,1.0653163
2.0898747,-5.629457,1.0648991
2.0889735,-5.628749,1.0644819
2.0880723,-5.628041,1.0640646
2.087171,-5.6273327,1.0636474
