-0.8408601,-4.125627,-2.0347216,-103.89922665635551,34051.513671875,-102.498116409646,105017.08984375,-101.85177539241026,34884.6435546875,-102.4420536083865,39007.568359375,440664815
-0.8405777,-4.124806,-2.033657,-105.63409723421378,35952.7587890625,-102.03981939816755,105722.0458984375,-100.15816130982586,34820.556640625,-100.79154080837179,39114.3798828125,440666335
-0.8401943,-4.124111,-2.031635,-103.20728399724021,34948.73046875,-102.26944151230023,104974.365234375,-102.26624844686239,35034.1796875,-103.03333483711376,38003.5400390625,440666355
-0.8396098,-4.123668,-2.0276976,-103.66106581452269,34906.005859375,-102.5380173095216,104995.7275390625,-102.58229826096579,34756.4697265625,-102.19903524528591,39477.5390625,440666375
-0.83854496,-4.1226544,-2.0207803,-104.499729509681,36230.46875,-104.7456487564771,104931.640625,-99.81227419764976,34436.03515625,-100.74143314795613,38302.6123046875,440666395
-0.83657366,-4.120495,-2.0078957,-103.27780458981572,34030.1513671875,-104.37005653643644,104376.220703125,-99.66671745186616,34628.2958984375,-102.71190313936154,117279.052734375,440666415
-0.8334685,-4.119831,-1.9835081,-104.63546838663345,70687.8662109375,-102.8463787944414,105059.814453125,-99.68993617033718,34820.556640625,-100.62101095520147,116766.357421875,440666435
-0.83021414,-4.1193614,-1.9571992,-102.52127148339054,69769.287109375,-101.59904025203895,104888.916015625,-102.36780667034724,36401.3671875,-104.07395475238056,116744.9951171875,440666455
-0.8249764,-4.121503,-1.9097794,-104.65573291599632,34671.0205078125,-103.64350070551254,105166.6259765625,-98.90433893349675,34628.2958984375,-101.49233252957782,38729.8583984375,440666475
-0.8200684,-4.125557,-1.8625692,-105.94897886248594,69705.2001953125,-102.12985312133054,105508.4228515625,-101.43452673926231,35418.701171875,-102.35475151603569,116873.1689453125,440666495
-0.8151289,-4.1296325,-1.8153641,-101.23080816826901,35525.5126953125,-102.44278717514683,34606.93359375,-101.08125852789112,34756.4697265625,-103.55904402952385,39370.7275390625,440666515
-0.81024486,-4.134789,-1.7682892,-102.60780009256942,35418.701171875,-103.07151820128468,105059.814453125,-101.97316358338693,34265.13671875,-101.75737661597309,38623.046875,440666535
-0.8069231,-4.1378922,-1.7375238,-104.12820140674145,35696.4111328125,-103.5524747295126,105230.712890625,-100.65403040025066,35247.802734375,-101.06621587794143,116894.53125,440666555
-0.80365473,-4.1396923,-1.7095344,-101.84285603580422,35055.5419921875,-103.36427368755085,105294.7998046875,-103.66529416503845,35098.2666015625,-100.90876201156279,116851.806640625,440666575
-0.80036473,-4.141408,-1.68252,-103.66200331887148,35610.9619140625,-102.13650681786923,105850.2197265625,-101.40354589625406,35781.8603515625,-102.29505679531243,116467.28515625,440666595
-0.79739445,-4.1427774,-1.6583784,-103.89232644024563,35482.7880859375,-103.70603781452593,104974.365234375,-100.79759215054894,34692.3828125,-102.2271051916567,117022.705078125,440666615
-0.7945946,-4.1451387,-1.6343518,-104.69860336082459,69790.6494140625,-103.46255928018937,104718.017578125,-103.5855635920947,35226.4404296875,-101.59332634480621,116360.4736328125,440666635
-0.7917747,-4.1475134,-1.610329,-104.63227760064277,34371.9482421875,-103.92254603610384,104803.466796875,-100.35703770211141,34884.6435546875,-102.34192031019838,39370.7275390625,440666655
-0.7890934,-4.150868,-1.5864271,-103.43463076926213,35696.4111328125,-101.89102031081867,104568.4814453125,-101.10533374214987,35375.9765625,-103.03165642329013,116723.6328125,440666675
-0.78730047,-4.151947,-1.5719746,-102.76500738429482,34692.3828125,-102.18734577693255,105081.1767578125,-100.53952863125998,35247.802734375,-103.1957164498665,117086.7919921875,440666695
-0.78462857,-4.1553392,-1.548077,-103.45717914642424,35311.8896484375,-103.42586320443519,105145.263671875,-100.77558668391481,34628.2958984375,-102.07735880128976,38922.119140625,440666715
